zipcode,streetAddress,homeStatus,homeType,latitude,longitude,yearBuilt,lotAreaValue,lotAreaUnits,livingAreaValue,livingAreaUnitsShort,garageParkingCapacity,bedrooms,bathrooms,bathroomsFull,stories,flooring,foundationDetails,heating,cooling,fireplaceFeatures,sewer,roofType,taxAssessedValue,zestimate,rentZestimate,price-historypricePerSquareFoot,price,currency,
90065,621 E Frontenac Ave,RECENTLY_SOLD,LOT,34.101845,-118.21319,None,9513.504,Square Feet,None,None,None,None,None,None,None,None,"[]",None,None,None,None,None,None,None,2945,,405000,USD,
91306,20225 Cohasset St UNIT 9,RECENTLY_SOLD,CONDO,34.207386,-118.57357,1971,1.892,Acres,890,sqft,0,2,1,1,1,"['Laminate']","[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,294328,388600,2495,,385300,USD,
91367,5530 Owensmouth Ave APT 218,RECENTLY_SOLD,CONDO,34.17052,-118.60013,1987,1.6161,Acres,610,sqft,0,1,1,1,1,"['Carpet', 'Laminate']","[]","['Central']","['Central Air']","['Living Room', 'Gas']","['Public Sewer']",None,100597,384400,2100,,382500,USD,
90020,320 S Ardmore Ave APT 309,RECENTLY_SOLD,CONDO,34.06832,-118.301216,1973,1.0089,Acres,566,sqft,1,1,1,1,1,None,"[]",None,"['Wall/Window Unit(s)']","['None']","['Public Sewer']",None,328828,382700,1999,,385000,USD,
91306,7230 Kelvin Ave APT 8,PENDING,TOWNHOUSE,34.202076,-118.58573,1982,0.7678145087235997,Acres,1460,sqft,2,3,3,3,3,None,"[]","['Central']","['Central Air']","['Living Room']","['Public Sewer']",None,None,560000,3300,,529900,USD,
91304,8601 International Ave UNIT 154,RECENTLY_SOLD,CONDO,34.226994,-118.600044,1971,5.4101,Acres,900,sqft,0,2,2,2,1,"['Tile', 'Wood']","[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,289811,401500,2463,,400000,USD,
90017,889 Francisco St UNIT 1807,RECENTLY_SOLD,CONDO,34.04769,-118.264694,2017,2.270684113865932,Acres,480,sqft,None,None,1,None,None,"[]","[]","['Other']","['Central']",None,None,None,494700,389800,1479,,380000,USD,
90731,910 W 26th St APT 2,RECENTLY_SOLD,CONDO,33.720856,-118.297104,1973,8954,Square Feet,601,sqft,1,1,1,1,2,"['Wood']","[]","['Central']","['Wall/Window Unit(s)']","['None']","['Unknown']",None,280914,386600,2149,,398000,USD,
90065,621 Frontenac Ave,RECENTLY_SOLD,HOME_TYPE_UNKNOWN,34.101902,-118.213264,None,9509,Square Feet,None,None,None,None,None,None,None,"[]","[]","[]","[]",None,None,None,289815,None,2945,,405000,USD,
90002,901 E 103rd St,RECENTLY_SOLD,SINGLE_FAMILY,33.943542,-118.25853,1944,6059,Square Feet,828,sqft,1,2,1,1,1,None,"[]",None,"['None']","['None']","['Public Sewer']",None,52186,None,2700,,400000,USD,
91356,18645 Hatteras St UNIT 165,RECENTLY_SOLD,CONDO,34.177746,-118.539566,1973,5.2835,Acres,605,sqft,2,1,1,1,1,None,"[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,132790,377600,2027,,377000,USD,
91601,5143 Bakman Ave APT 309,RECENTLY_SOLD,CONDO,34.164074,-118.377846,1988,0.7358815426997245,Acres,664,sqft,1,1,1,1,3,"['See Remarks']","[]","['Central']","['Central Air']","['Family Room']","['Unknown']",None,380629,412300,2350,,405000,USD,
90031,200 N San Fernando Rd APT 211,RECENTLY_SOLD,CONDO,34.07666,-118.222374,1925,1.4501,Acres,670,sqft,1,0,1,1,None,"['Engineered Hardwood', 'Tile']","[]","['Central']","['Central Air']","['None']","['In Street']",None,285719,400700,2350,,399000,USD,
91331,13218 Mercer St,RECENTLY_SOLD,SINGLE_FAMILY,34.26965,-118.420425,1948,5326,Square Feet,540,sqft,0,2,1,1,1,"['Tile']","['None']","['None']","['None']","['None']","['Unknown']",Composition,198082,None,2500,,390000,USD,
90011,2512 Stanford Ave,RECENTLY_SOLD,SINGLE_FAMILY,34.02123,-118.25888,1908,2500,Square Feet,1176,sqft,0,2,1,1,1,"['Vinyl', 'Wood']","[]","['Wall Furnace']","['None']","['Living Room']","['Unknown']",Composition,Shingle,501472,411800,3052,,395000,USD,
90062,1503 W 47th St,RECENTLY_SOLD,MULTI_FAMILY,34.001263,-118.30359,1912,6359,Square Feet,1620,sqft,None,2,1,None,None,"['Hardwood']","[]","[]","[]",None,None,Slate,495912,411600,2968,,400000,USD,
90037,5724 South Broadway,RECENTLY_SOLD,SINGLE_FAMILY,33.99007,-118.277954,1921,3892,Square Feet,2939,sqft,None,6,2,None,None,"[]","[]","[]","[]",None,None,None,171310,755700,4440,,375000,USD,
90057,421 S La Fayette Park Pl APT 401,RECENTLY_SOLD,CONDO,34.06543,-118.28235,1971,0.9932000000000001,Acres,715,sqft,None,1,1,1,None,"['Laminate']","[]","['Central']","['Central Air']","['Living Room']",None,None,48667,387900,2250,,379000,USD,
90046,1730 Camino Palmero St APT 316,RECENTLY_SOLD,CONDO,34.102806,-118.34943,1974,1.9846,Acres,772,sqft,1,1,1,1,1,"['Carpet']","[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,158389,392600,2517,,390000,USD,
91331,12601 Van Nuys Blvd UNIT 140,RECENTLY_SOLD,CONDO,34.277515,-118.40842,1989,4.8706,Acres,873,sqft,2,2,2,2,1,"['Laminate']","[]","['Central']","['Central Air']","['None']","['Other']",None,258797,386900,2500,,380000,USD,
90029,5164 Romaine St,FOR_SALE,SINGLE_FAMILY,34.08835,-118.304474,1910,2762,Square Feet,874,sqft,0,3,1,1,1,None,"[]",None,"['None']","['None']","['Public Sewer']",None,None,None,3462,,429900,USD,
90032,2525 Mallard St,RECENTLY_SOLD,SINGLE_FAMILY,34.076214,-118.19642,1927,3504,Square Feet,660,sqft,None,2,1,None,None,"[]","[]","['Wall']","[]",None,None,None,182341,586000,2650,,415000,USD,
90011,1415 E 52nd St,RECENTLY_SOLD,MULTI_FAMILY,33.99601,-118.2496,2007,5400,Square Feet,1310,sqft,None,3,3,None,None,"[]","[]","[]","[]",None,None,None,458537,630200,3427,,415000,USD,
90046,7250 Franklin Ave UNIT 711,RECENTLY_SOLD,CONDO,34.102917,-118.347466,1964,1.2289,Acres,536,sqft,None,0,1,1,None,"['Hardwood', 'Tile', 'Wood']","[]","['Central']","['Central Air']","['None']",None,None,440627,430200,2339,,425500,USD,
91356,18530 Hatteras St UNIT 301,RECENTLY_SOLD,CONDO,34.17708,-118.536804,1978,1.9468,Acres,980,sqft,0,2,2,2,3,"['Laminate', 'Vinyl']","[]","['Central']","['Central Air']","['None']","['Public Sewer']",See Remarks,294370,436400,2550,,425000,USD,
91405,7061 Kester Ave APT F,FOR_SALE,TOWNHOUSE,34.19922,-118.457954,1981,0.5237832874196511,Acres,1585,sqft,2,2,3,3,3,None,"[]","['Central']","['Central Air']","['Living Room']","['Public Sewer', 'Sewer Paid']",None,None,538900,3697,,519900,USD,
90044,5846 Denver Ave,RECENTLY_SOLD,SINGLE_FAMILY,33.988365,-118.283485,1911,5207,Square Feet,988,sqft,None,2,1,None,None,"[]","[]","[]","[]",None,None,None,366999,None,3011,,425000,USD,
91601,5143 Bakman Ave APT 420,RECENTLY_SOLD,CONDO,34.164074,-118.377846,1988,0.7358815426997245,Acres,639,sqft,2,1,1,1,4,"['Carpet', 'Tile', 'Wood']","[]","['Central']","['Central Air']","['Gas']","['Public Sewer']",None,181129,420300,2350,,420000,USD,
90011,1446 E 20th St,RECENTLY_SOLD,SINGLE_FAMILY,34.02081,-118.24791,1907,5662,Square Feet,1836,sqft,None,4,2,0,None,"[]","[]","['Gas']","['None']",None,"['Private Sewer']",None,146384,425600,3983,,416000,USD,
90012,267 S San Pedro St UNIT 610,RECENTLY_SOLD,CONDO,34.048016,-118.24298,2006,1.4842,Acres,970,sqft,None,2,2,2,None,"['Carpet', 'Tile']","[]","['Central']","['Central Air']","['Living Room']",None,None,483786,419900,2600,,410000,USD,
91340,10943 Laurel Canyon Blvd UNIT A15,RECENTLY_SOLD,CONDO,34.268677,-118.44379,1988,2.146,Acres,841,sqft,0,2,2,2,2,None,"[]","['Central']","['Central Air']","['None']","['Sewer Paid']",None,None,416600,2500,,415000,USD,
90013,825 E 4th St APT 109,RECENTLY_SOLD,CONDO,34.04383,-118.237175,1923,0.9913,Acres,660,sqft,None,0,1,1,6,"['Tile', 'Cement', 'Other']","[]","['Heat Pump', 'Wall', 'Other']","['Air Conditioning', 'Wall Unit(s)', 'Heat Pump']","['None']",None,None,347971,421900,2557,,425000,USD,
91402,9605 Van Nuys Blvd UNIT H,RECENTLY_SOLD,TOWNHOUSE,34.24496,-118.450905,1979,1.3338,Acres,1310,sqft,2,3,3,2,2,None,"[]","['Central']","['Central Air']","['Living Room']","['Public Sewer']",None,237336,426600,3234,,425000,USD,
91356,18433 Hatteras St UNIT 506,PENDING,CONDO,34.17814,-118.53487,1979,2.002,Acres,1147,sqft,0,2,2,2,1,None,"[]","['Central']","['Central Air']","['Living Room']","['Public Sewer']",None,None,500700,2898,,499900,USD,
91367,21550 Burbank Blvd APT 215,RECENTLY_SOLD,CONDO,34.17247,-118.59954,1987,3.1203,Acres,610,sqft,2,1,1,1,1,None,"[]","['Central']","['Central Air']","['Living Room']","['Public Sewer']",None,343575,416700,2149,,415000,USD,
90012,257 S Spring St APT 4L,RECENTLY_SOLD,CONDO,34.050682,-118.24711,1899,0.6616,Acres,650,sqft,1,0,1,1,5,"['Hardwood', 'Ceramic Tile']","[]","['Central']","['Central Air']","['None']",None,None,121000,417400,2314,,410000,USD,
91405,7321 Lennox Ave UNIT H1,RECENTLY_SOLD,CONDO,34.203167,-118.4467,1972,3.8125,Acres,1161,sqft,2,2,3,1,2,"['Tile', 'Wood']","[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,345246,434700,2995,,425000,USD,
90003,409 E 104th St,RECENTLY_SOLD,SINGLE_FAMILY,33.942184,-118.26691,1923,5206,Square Feet,528,sqft,2,1,1,1,1,"['Wood']","['Permanent']","['Wall Furnace']","['Wall/Window Unit(s)']","['None']","['Public Sewer']",Shingle,76888,425200,1900,,425000,USD,
91311,9920 Jordan Ave UNIT 5,RECENTLY_SOLD,CONDO,34.250763,-118.60361,1986,0.5331037649219468,Acres,711,sqft,2,1,1,1,2,None,"[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,326400,420100,2169,,420000,USD,
90014,215 W 7th St APT 1303,RECENTLY_SOLD,CONDO,34.04492,-118.25242,1911,0.3656106519742883,Acres,630,sqft,0,0,1,1,1,None,"[]","['Central']","['Electric']","['None']","['Public Sewer']",None,146000,434700,2394,,425000,USD,
90023,1304 Prado St,RECENTLY_SOLD,SINGLE_FAMILY,34.017113,-118.19396,1924,4800,Square Feet,748,sqft,0,2,1,1,1,None,"['Raised', 'Slab']",None,"['None']","['None']","['Public Sewer']",None,116291,None,2600,,410000,USD,
90057,525 S La Fayette Park Pl UNIT 207,RECENTLY_SOLD,CONDO,34.064037,-118.28321,1979,0.4888,Acres,715,sqft,None,1,1,1,1,"['Laminate']","[]","['Central']","['Air Conditioning']","['None']",None,None,332420,410200,2199,,410000,USD,
90046,1750 Camino Palmero St APT 232,RECENTLY_SOLD,CONDO,34.102806,-118.349434,1974,1.9840220385674932,Acres,784,sqft,None,1,1,None,None,"[]","[]","['Other']","['Central']",None,None,None,269767,566200,2528,,425000,USD,
91605,6850 Morella Ave APT 7,RECENTLY_SOLD,CONDO,34.195423,-118.38969,1966,0.36290174471992653,Acres,1065,sqft,0,2,1,1,1,"['Tile', 'Wood']","[]","['Forced Air']","['Wall/Window Unit(s)']","['None']","['Public Sewer']",None,96426,421500,2850,,420000,USD,
90003,318 E 73rd St,RECENTLY_SOLD,SINGLE_FAMILY,33.973583,-118.2688,1922,5382,Square Feet,816,sqft,None,2,1,None,None,"[]","[]","['Wall']","[]",None,None,None,22794,565700,2614,,425000,USD,
91405,13747 Vanowen St APT 105,RECENTLY_SOLD,CONDO,34.194267,-118.43301,1977,0.3609504132231405,Acres,920,sqft,0,2,2,2,2,"['Vinyl']","[]","['Wall Furnace']","['Wall/Window Unit(s)']","['None']","['Public Sewer']",None,308404,419100,2714,,419000,USD,
90062,1552 W Vernon Ave,FOR_SALE,SINGLE_FAMILY,34.003426,-118.30534,1920,5871.888,Square Feet,1774,sqft,None,4,2,2,1,"['Laminate']","[]","['Central']","['Central Air']","['Decorative']",None,None,None,977000,4337,,920000,USD,
90013,312 W 5th St APT 902,RECENTLY_SOLD,CONDO,34.048035,-118.25125,1923,0.6299816345270891,Acres,890,sqft,0,1,1,1,13,"['Laminate', 'Tile']","[]","['Electric']","['Electric']","['None']","['Public Sewer']",None,334976,417400,2500,,410000,USD,
90015,645 W 9th St APT 407,RECENTLY_SOLD,CONDO,34.045635,-118.260895,2006,1.7158,Acres,660,sqft,None,1,1,1,None,"['Hardwood']","[]","['Central']","['Central Air']","['None']",None,None,389564,431300,2576,,422500,USD,
90061,244 W 118th Pl,RECENTLY_SOLD,SINGLE_FAMILY,33.925304,-118.27768,1921,5198,Square Feet,840,sqft,0,3,1,1,1,None,"[]",None,"['None']","['None']","['Public Sewer']",None,30758,431100,2999,,425000,USD,
90062,1516 W 58th St,RECENTLY_SOLD,LOT,33.989475,-118.302826,None,4281.948,Square Feet,None,None,None,None,None,None,None,None,"[]",None,None,None,None,None,102614,None,2600,,425000,USD,
90020,525 S Ardmore Ave APT 350,RECENTLY_SOLD,CONDO,34.064713,-118.30198,1973,1.6867,Acres,580,sqft,None,1,1,1,None,"['Laminate']","[]","['Wall']","['Wall Unit(s)']","['None']",None,None,401364,415400,2050,,415000,USD,
91606,6301 Coldwater Canyon Ave UNIT 21,RECENTLY_SOLD,CONDO,34.18504,-118.41443,1960,2.3456,Acres,1136,sqft,None,2,1,1,None,"['Laminate', 'Ceramic Tile']","[]","['Central']","['Central Air']","['None']",None,None,300072,428200,3099,,420420,USD,
90011,1516 E 50th St,PENDING,SINGLE_FAMILY,33.997246,-118.2471,1905,5402,Square Feet,832,sqft,0,1,1,1,1,None,"[]",None,"['None']","['None']","['Public Sewer']",None,None,591900,2199,,575000,USD,
91601,5143 Bakman Ave APT 412,RECENTLY_SOLD,CONDO,34.164074,-118.377846,1988,0.7358815426997245,Acres,636,sqft,1,1,1,1,4,"['Carpet', 'Tile']","[]","['Central', 'Forced Air', 'Natural Gas']","['Central Air', 'Gas']","['Living Room']","['Unknown']",None,408000,410100,2284,,410000,USD,
91356,5700 Etiwanda Ave UNIT 167,RECENTLY_SOLD,CONDO,34.17527,-118.5298,1973,6.4667,Acres,938,sqft,0,2,2,2,1,"['Laminate']","[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,377265,425000,2600,,415000,USD,
91604,4353 Colfax Ave UNIT 30,RECENTLY_SOLD,CONDO,34.14899,-118.38836,1961,2.0849,Acres,769,sqft,1,1,1,1,2,"['Wood']","[]","['Natural Gas', 'Wall Furnace']","['Wall/Window Unit(s)']","['None']","['Unknown']",Composition,324010,421600,2614,,420000,USD,
91605,7924 Laurel Canyon Blvd UNIT 18,RECENTLY_SOLD,CONDO,34.214638,-118.39615,1974,1.1359,Acres,857,sqft,0,2,1,1,1,None,"['None']","['Central']","['Central Air']","['None']","['Public Sewer']",Common Roof,329000,418800,2500,,410000,USD,
90003,210 E 77th St,RECENTLY_SOLD,SINGLE_FAMILY,33.969383,-118.271385,1925,5100,Square Feet,2544,sqft,None,8,4,None,None,"[]","[]","['Wall']","[]",None,None,None,28912,750500,6563,,407000,USD,
90012,267 S San Pedro St UNIT 307,RECENTLY_SOLD,CONDO,34.048016,-118.24298,2006,1.4818,Acres,1060,sqft,None,2,2,2,6,"['Carpet', 'Ceramic Tile', 'Mixed']","[]","['Central']","['Central Air']","['None']",None,None,493322,409300,3128,,409000,USD,
91335,7115 Etiwanda Ave UNIT 5,RECENTLY_SOLD,TOWNHOUSE,34.199776,-118.53219,1981,0.5564279155188246,Acres,1102,sqft,2,2,2,2,3,"['Laminate']","[]","['Central']","['Central Air']","['Living Room']","['Public Sewer']",None,387578,410100,2850,,410000,USD,
90013,420 S San Pedro St APT 213,RECENTLY_SOLD,CONDO,34.04506,-118.24272,1922,1.7542,Acres,780,sqft,1,0,1,1,6,"['Hardwood']","[]","['Central']","['Central Air']","['None']","['In Street']",None,449000,430100,2299,,420000,USD,
91331,11150 Glenoaks Blvd UNIT 210,RECENTLY_SOLD,CONDO,34.273388,-118.40958,1990,0.7007805325987144,Acres,994,sqft,2,2,2,2,None,None,"[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,300748,451000,2749,,440000,USD,
91601,11439 Cumpston St,RECENTLY_SOLD,SINGLE_FAMILY,34.16989,-118.38041,1940,5662,Square Feet,828,sqft,None,2,1,1,None,"['Hardwood']","[]","['Wall']","[]",None,None,None,48481,757900,2995,,430000,USD,
90015,1119 Albany St APT 302,RECENTLY_SOLD,CONDO,34.045734,-118.27328,1983,None,sqft,926,sqft,1,1,1,1,None,None,"[]","['Has Heating (Unspecified Type)']",None,"['None']","['Public Sewer']",None,101727,445900,2500,,442000,USD,
90744,1258 Lakme Ave,RECENTLY_SOLD,SINGLE_FAMILY,33.78855,-118.2596,1930,8450,Square Feet,1867,sqft,None,3,2,1,None,"['Carpet', 'Hardwood']","[]","['Wall', 'Gas']","[]",None,None,Tile,93389,725600,4121,,440000,USD,
91316,5334 Lindley Ave UNIT 208,RECENTLY_SOLD,CONDO,34.16791,-118.526505,1970,2.1427,Acres,823,sqft,2,1,1,1,3,None,"[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,158269,433800,2268,,430000,USD,
91367,5550 Owensmouth Ave APT 119,RECENTLY_SOLD,CONDO,34.172215,-118.60061,1987,1.555,Acres,610,sqft,2,1,1,1,3,"['Vinyl']","[]","['Central']","['Central Air']","['Living Room']","['Private Sewer']",None,338215,441600,2149,,440000,USD,
90001,8416 Wadsworth Ave,RECENTLY_SOLD,SINGLE_FAMILY,33.962353,-118.25833,1925,3466,Square Feet,976,sqft,None,3,2,None,None,"[]","[]","['Wall']","[]",None,None,None,196274,592300,3300,,440000,USD,
90001,722 E 80th St,FOR_SALE,SINGLE_FAMILY,33.966232,-118.262115,1928,5100,Square Feet,1435,sqft,2,3,2,2,1,None,"[]",None,"['Central Air']","['Master Bedroom']","['Public Sewer']",None,None,684900,3536,,670000,USD,
90057,400 S La Fayette Park Pl APT 314,RECENTLY_SOLD,CONDO,34.065247,-118.281105,1970,0.6514,Acres,886,sqft,None,1,2,2,3,"['Vinyl']","[]","['Central']","['Central Air']","['Living Room']",None,None,471000,441100,2814,,430000,USD,
91307,22540 Haynes St,RECENTLY_SOLD,SINGLE_FAMILY,34.18944,-118.61817,1959,7597,Square Feet,1570,sqft,None,4,2,None,None,"[]","[]","['Other']","[]",None,None,None,655231,868100,4528,,436000,USD,
91311,21500 Lassen St SPACE 70,RECENTLY_SOLD,MANUFACTURED,34.24272,-118.595184,2022,None,sqft,1640,sqft,0,4,3,3,1,None,"[]",None,"['Central Air']",None,"['Public Sewer']",None,18161,449200,1714,,439000,USD,
91344,16940 Chatsworth St UNIT 214,RECENTLY_SOLD,CONDO,34.26434,-118.50143,1991,0.6641,Acres,1114,sqft,None,2,2,2,None,"['Carpet', 'Tile', 'Other', 'Mixed']","[]","['Central']","['Central Air']","['Living Room']",None,None,159519,450100,2850,,445000,USD,
91406,7135 Firmament Ave UNIT 7,RECENTLY_SOLD,CONDO,34.200153,-118.47283,1980,1.6906,Acres,961,sqft,2,2,2,2,1,None,"[]","['Central']","['Central Air']","['Living Room', 'Gas', 'Gas Starter', 'Wood Burning', 'Raised Hearth']","['Unknown']",None,386312,452800,2635,,448900,USD,
90731,811 W Oliver St,RECENTLY_SOLD,SINGLE_FAMILY,33.746567,-118.29467,1924,4801,Square Feet,982,sqft,0,3,1,1,1,None,"[]",None,"['None']","['None']","['Public Sewer']",None,161345,616700,3499,,445000,USD,
90003,5855 S Figueroa St,RECENTLY_SOLD,MULTI_FAMILY,33.988148,-118.28305,None,5401,Square Feet,1528,sqft,None,2,2,None,None,"[]","[]","[]","[]",None,None,None,220269,442300,2100,,440000,USD,
91352,10201 La Tuna Canyon Rd #53,RECENTLY_SOLD,LOT,34.23516,-118.35302,None,0.5328512396694215,Acres,None,None,None,None,None,None,None,None,"[]",None,None,None,None,None,None,None,None,,444000,USD,
91342,13470 Herron St,RECENTLY_SOLD,SINGLE_FAMILY,34.315086,-118.42616,1954,5702.004,Square Feet,737,sqft,None,2,1,1,1,"['Other']","[]","['Other']","['Other']","['None']",None,None,51305,456000,2529,,446250,USD,
90020,435 S Virgil Ave APT 121,RECENTLY_SOLD,CONDO,34.065655,-118.287476,1986,1.0128,Acres,613,sqft,2,1,1,1,3,None,"[]","['Central']","['Wall/Window Unit(s)']","['None']","['Public Sewer']",None,415000,453300,2100,,443000,USD,
91607,12720 Burbank Blvd UNIT 218,RECENTLY_SOLD,CONDO,34.17182,-118.41066,1970,1.9815,Acres,785,sqft,1,1,1,1,1,"['Carpet', 'Tile']","[]","['Central']","['Central Air']","['Living Room']","['Public Sewer']",None,333535,436700,2411,,430000,USD,
91367,5540 Owensmouth Ave APT 221,RECENTLY_SOLD,CONDO,34.17177,-118.60065,1987,1.4141,Acres,610,sqft,0,1,1,1,3,None,"[]","['Central']","['Central Air']","['Living Room']","['Unknown']",None,346885,431800,2149,,430000,USD,
91331,11150 Glenoaks Blvd UNIT 76,RECENTLY_SOLD,CONDO,34.273388,-118.40958,1988,3.9128,Acres,854,sqft,2,2,2,2,1,"['Wood']","[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,334271,437200,2500,,429000,USD,
90034,3734 S Canfield Ave APT 108,RECENTLY_SOLD,CONDO,34.02763,-118.395134,1972,0.44770000000000004,Acres,643,sqft,None,1,1,1,1,"['Vinyl Plank']","[]","['Wall Electric']","['Wall Unit(s)']","['None']",None,Common Roof,313493,450900,2700,,440000,USD,
90028,1351 N Orange Dr APT 112,RECENTLY_SOLD,CONDO,34.095863,-118.341934,1977,0.5456152433425161,Acres,589,sqft,1,1,1,1,3,"['Wood']","[]","['Electric']","['Electric']","['None']","['Public Sewer']",None,341629,447900,2194,,440000,USD,
91342,15455 Glenoaks Blvd SPACE 78,RECENTLY_SOLD,MANUFACTURED,34.326786,-118.46671,1980,None,sqft,2584,sqft,2,2,2,1,1,"['Laminate']","['Pier Jacks', 'Seismic Tie Down']","['Forced Air']","['Central Air']",None,"['Public Sewer']",Asphalt,Shingle,None,435300,1716,,435000,USD,
90006,2311 W 10th St UNIT 306,RECENTLY_SOLD,CONDO,34.053265,-118.28213,2009,0.3116391184573003,Acres,920,sqft,None,2,2,0,None,"['Laminate']","[]","['Forced air']","['Central']",None,None,None,493390,435800,2722,,430000,USD,
91316,5403 Newcastle Ave APT 70,RECENTLY_SOLD,CONDO,34.168633,-118.52513,1967,1.3984,Acres,923,sqft,0,2,2,2,1,None,"[]","['Central']","['None']","['None']","['Public Sewer']",None,132929,448700,2500,,445000,USD,
91604,12841 Woodbridge St UNIT 11,RECENTLY_SOLD,CONDO,34.14856,-118.41304,1965,0.6471992653810835,Acres,974,sqft,None,2,1,1,None,"[]","[]","['Other', 'Gas']","['Central']",None,None,Asphalt,192023,444600,2978,,434000,USD,
91367,5565 Canoga Ave APT 303,RECENTLY_SOLD,CONDO,34.171787,-118.59972,1987,None,sqft,610,sqft,2,1,1,1,3,"['Carpet']","[]","['Central']","['Central Air']","['Family Room']","['Public Sewer']",None,410000,443900,2197,,440000,USD,
91411,14607 Erwin St UNIT 115,RECENTLY_SOLD,CONDO,34.183887,-118.45128,1980,0.6430211202938476,Acres,1012,sqft,2,2,2,2,1,None,"[]","['Central', 'Forced Air']","['Central Air']","['Living Room']","['Public Sewer']",None,147942,445000,2749,,435000,USD,
90011,1626-1628 E 32nd St,RECENTLY_SOLD,MULTI_FAMILY,34.011597,-118.24507,1905,5004,Square Feet,1,sqft,1,4,2,None,None,None,"[]","['Wall Furnace']","['None']","['None']","['Public Sewer']",None,None,450300,1400,,440000,USD,
90744,25633 Pine Creek Ln,RECENTLY_SOLD,CONDO,33.791824,-118.28377,1980,5.158011937557392,Acres,919,sqft,None,2,1,None,None,"[]","[]","['Other']","['Central']",None,None,None,207398,458500,2600,,449000,USD,
90015,645 W 9th St APT 401,FOR_RENT,CONDO,34.045834,-118.26061,2006,None,sqft,700,sqft,None,1,1,1,7,"['Hardwood', 'Tile']",None,"['Central']","['Central Air', 'Ceiling Fan']",None,None,None,None,438900,2465,,2500,USD,
90272,501 Palisades Dr APT 302,RECENTLY_SOLD,CONDO,34.04485,-118.55304,1987,6.6546,Acres,593,sqft,None,1,1,1,3,"['Hardwood']","[]","['Central']","['Ceiling Fan(s)', 'Central Air']","['None']",None,None,200395,450200,3895,,444322,USD,
91306,20134 Leadwell St UNIT 313,RECENTLY_SOLD,CONDO,34.202847,-118.57231,1971,4.9435,Acres,884,sqft,0,2,2,2,1,None,"[]","['Central']","['Central Air']","['See Remarks']","['Public Sewer']",None,106685,450500,2575,,440000,USD,
91340,10943 Laurel Canyon Blvd #8,RECENTLY_SOLD,CONDO,34.26865,-118.44381,1988,2.146,Acres,797,sqft,None,2,2,2,None,"['Laminate']","[]","['Central']","['Central Air']","['None']",None,None,400000,437100,2500,,437000,USD,
90011,1626 E 32nd St,RECENTLY_SOLD,MULTI_FAMILY,34.0116,-118.24508,1905,5005,Square Feet,1132,sqft,None,4,2,0,None,"[]","[]","[]","[]",None,"['Public Sewer']",None,394681,261700,1400,,440000,USD,
90731,784 W 5th St,RECENTLY_SOLD,SINGLE_FAMILY,33.739937,-118.29408,1920,5009,Square Feet,960,sqft,None,2,1,0,None,"[]","[]","['Other']","['None']",None,None,Other,466685,435900,2550,,430000,USD,
91331,11150 Glenoaks Blvd UNIT 24,RECENTLY_SOLD,CONDO,34.273388,-118.40958,1988,3.9128,Acres,1017,sqft,2,2,2,2,2,None,"[]","['Central']","['Central Air']","['None']","['Public Sewer', 'Sewer Paid']",None,146423,435000,2796,,429950,USD,
91367,5530 Owensmouth Ave APT 315,FOR_RENT,APARTMENT,34.170834,-118.60023,None,None,sqft,740,sqft,None,1,1,1,None,None,None,"['Forced Air']","['Central Air']",None,None,None,None,443500,2350,,2400,USD,
90011,1177 E 54th St,RECENTLY_SOLD,SINGLE_FAMILY,33.994175,-118.25465,1902,5118,Square Feet,1484,sqft,0,4,2,1,1,None,"[]",None,"['None']","['None']","['Public Sewer']",None,32446,None,3695,,440000,USD,
90210,LOT 133,RECENTLY_SOLD,LOT,34.121796,-118.432556,None,0.5302112029384757,Acres,None,None,None,None,None,None,None,"[]","[]","[]","[]",None,None,None,618584,None,8500,,448000,USD,
90047,1535 W 70th St,RECENTLY_SOLD,SINGLE_FAMILY,33.976433,-118.30364,1926,4681,Square Feet,1048,sqft,1,2,1,1,1,None,"[]",None,"['None']","['None']","['Public Sewer']",None,111478,494100,3099,,451500,USD,
90012,100 S Alameda St UNIT 357,RECENTLY_SOLD,CONDO,34.047997,-118.23751,2005,3.1684,Acres,735,sqft,1,1,1,1,4,"['Carpet', 'Laminate']","[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,517000,466000,2350,,462500,USD,
90744,25633 Pine Creek Ln #35,RECENTLY_SOLD,CONDO,33.79182,-118.28376,1980,5.1592,Acres,919,sqft,0,2,1,1,1,"['Tile', 'Wood']","[]","['Central']","['None']","['Family Room']","['Public Sewer']",None,None,459900,2600,,449000,USD,
91307,7225 Shoup Ave APT 32,RECENTLY_SOLD,TOWNHOUSE,34.201683,-118.61517,1980,1.8213,Acres,1163,sqft,None,2,2,2,2,"['Mixed']","[]","['Central']","['Central Air']","['Family Room', 'Other']",None,None,297134,453900,3043,,450000,USD,
