zipcode,streetAddress,homeType,yearBuilt,lotAreaValue,livingAreaValue,bedrooms,bathrooms,stories,flooring,heating,cooling,fireplaceFeatures,taxAssessedValue,zestimate,rentZestimate,sold-history,price,parkingCapacity,hasCooling,hasHeating,hasFireplace,hasPrivatePool,hasSpa,hasView
91606,6231 Morse Ave,CONDO,1964,25888.977478000004,121.888736,3,3.0,2.0,[],['Central'],['Central'],0,247882.0,600300.0,3499.0,[],600000,2,1,1,0,0,0,1
91331,14448 Pinney St,SINGLE_FAMILY,1951,633.59846,106.281032,2,2.0,1.6,[],['Wall'],[],0,327121.0,735800.0,3055.0,"[('2002-09-19', 239000)]",605000,1,0,1,0,0,0,1
91342,13150 Borden Ave,SINGLE_FAMILY,1946,3217.6067318640958,55.370188,4,3.0,5.8,"['Tile', 'Carpet']","['Wall', 'Electric', 'Gas']",['None'],0,681743.0,614300.0,2529.0,[],600000,1,0,1,0,0,0,1
90048,100 S Doheny Dr APT 710,CONDO,1971,8371.739282,66.704354,1,2.0,1.0,"['Vinyl', 'Tile']",['Central'],['Central'],0,534264.0,600200.0,3465.0,"[('2014-12-18', 462500), ('1998-06-09', 115000), ('1995-08-21', 123000)]",600000,1,1,1,0,0,0,1
91342,14181 Oro Grande St,TOWNHOUSE,1980,7555.48762,139.911918,4,2.0,2.0,[],"['Central', 'Electric', 'Natural Gas']",['Central'],1,229949.0,633300.0,3499.0,"[('2000-08-03', 143000), ('1994-11-08', 136363)]",615000,1,1,1,1,0,0,1
90023,3533 E 8th St,MULTI_FAMILY,1922,471.053884752,103.679748,3,2.0,1.2,"['Wood', 'Laminate', 'Tile', 'Tile']",['Wall'],['None'],0,76139.0,641300.0,3127.0,[],614000,6,0,1,0,0,0,1
91342,14043 Aztec St,SINGLE_FAMILY,1954,686.460267,65.217906,2,1.0,1.0,[],[],['Central'],0,53157.0,637200.0,2600.0,[],615000,0,1,0,0,0,0,1
91331,9971 Ilex Ave,SINGLE_FAMILY,1950,582.873422,84.355924,2,1.0,1.0,[],['Floor Furnace'],['None'],0,51536.0,,2764.0,[],610000,1,0,1,0,0,0,1
91401,13412 Burbank Blvd APT 2,CONDO,1979,1672.627810835629,123.468087,2,3.0,2.0,['Vinyl'],['Central'],['Central'],1,503932.0,619300.0,3424.0,"[('2018-11-14', 470000), ('2002-05-06', 239000), ('2001-06-27', 220000), ('2000-11-20', 145000)]",612500,2,1,1,1,0,0,1
90016,5187 Village Grn,CONDO,1942,273972.422,85.099148,1,1.0,1.0,['Wood'],['Natural Gas'],['None'],0,168000.0,613300.0,3028.0,"[('2023-11-03', 550000), ('2012-02-03', 170000)]",608500,1,0,1,0,0,0,1
91605,7435 Shadyglade Ave UNIT 5,TOWNHOUSE,1979,19042.904415999998,108.603607,3,2.0,2.0,[],['Central'],['Central'],0,195503.0,622700.0,3249.0,"[('2000-08-04', 135000)]",610000,2,1,1,0,0,0,1
90046,1615 N Laurel Ave APT 214,CONDO,1953,2839.681662,63.917264,1,1.0,2.0,"['Wood', 'Pavers', 'Tile']","['Central', 'Zoned']","['Central', 'Zoned']",0,585419.0,615300.0,2870.0,"[('2018-11-08', 546000), ('2014-08-01', 451000), ('2008-10-30', 457000), ('2006-04-04', 400000), ('1998-11-04', 147000)]",615000,1,1,1,0,0,0,1
91306,19863 Roscoe Blvd,SINGLE_FAMILY,1949,557.418,79.710774,2,1.0,1.0,[],[],['None'],0,500000.0,621800.0,2895.0,"[('2022-11-29', 500000)]",610000,2,0,0,0,0,0,1
90047,10206 S Harvard Blvd,SINGLE_FAMILY,1938,603.790718256,105.352002,2,1.0,1.0,"['Wood', 'Vinyl', 'Tile']",['Central'],['Central'],0,41870.0,596700.0,3049.0,[],613000,2,1,1,0,0,0,1
90062,5600 Denker Ave,SINGLE_FAMILY,1919,375.54811430399997,72.092728,2,1.0,1.0,"['Wood', 'Carpet']",['Central'],['Central'],0,474078.0,621200.0,2635.0,"[('2020-03-12', 451000), ('2019-07-23', 300000)]",610000,0,1,1,0,0,0,1
91344,15764 Midwood Dr UNIT 4,CONDO,1979,26392.406862,122.44615399999999,2,3.0,2.0,[],['Central'],['Central'],1,530539.0,621200.0,3264.0,"[('2005-03-15', 396000), ('2004-02-20', 300000), ('2001-04-02', 175000), ('1997-04-22', 113000)]",610000,2,1,1,1,0,1,1
90025,12030 Rochester Ave APT 206,CONDO,1972,1896.358596,65.217906,1,1.0,2.0,['Wood'],['Radiant'],"['Air Conditioning', 'Wall']",1,535500.0,612700.0,2934.0,"[('2021-07-12', 525000), ('2018-12-11', 525000), ('2008-05-14', 370000), ('2003-12-23', 228000)]",610000,1,1,1,1,0,0,1
90062,1619 W 48th St,SINGLE_FAMILY,1910,521.650345,122.260348,2,1.0,1.0,[],[],['None'],0,657900.0,615300.0,2999.0,"[('2022-05-12', 482000), ('2002-03-20', 150000)]",615000,0,0,0,0,0,0,1
91331,13791 Sunburst St,SINGLE_FAMILY,1953,559.461866,114.27069,3,2.0,1.0,[],[],['None'],0,348004.0,619300.0,3499.0,"[('2002-10-04', 250000), ('1994-10-28', 134000)]",610000,2,0,0,0,1,0,1
91402,14320 Osborne St,SINGLE_FAMILY,1949,502.619351256,94.203642,3,1.0,1.0,['Wood'],['None'],['None'],0,702780.0,673300.0,3675.0,"[('2023-09-08', 200826), ('1997-08-08', 84000), ('1993-10-15', 83500)]",610000,2,0,0,0,0,0,1
90002,754 E 94th St,SINGLE_FAMILY,1926,466.930478,82.962379,3,1.0,1.0,[],[],['Wall'],1,565000.0,620000.0,3249.0,"[('2022-07-28', 565000)]",610000,2,1,0,1,0,0,1
91406,17607 Cohasset St,SINGLE_FAMILY,1950,557.325097,74.879818,2,1.0,5.8,[],['Wall'],[],0,673200.0,620100.0,2800.0,[],615000,1,0,1,0,0,0,0
91342,13848 Balboa Blvd UNIT 155,CONDO,2009,8952.463692000001,115.19972,2,2.0,2.0,['Laminate'],['Central'],['Central'],1,437456.0,618000.0,3121.0,"[('2018-09-11', 408000), ('2009-10-30', 291500)]",610000,2,1,1,1,0,1,1
90063,519 S Bernal Ave,SINGLE_FAMILY,1923,490.52783999999997,78.03852,3,1.0,1.0,[],[],['None'],0,350012.0,617700.0,2998.0,"[('2003-11-25', 170000), ('2000-08-29', 124000), ('2000-02-28', 75000), ('2000-01-25', 40050)]",615000,0,0,0,0,0,0,1
91316,5219 Newcastle Ave APT 302,CONDO,1991,1261.4385922865015,148.273188,2,3.0,4.0,['Wood'],['Central'],['Central'],1,191818.0,612800.0,4112.0,[],615000,2,1,1,1,0,1,1
91401,6332 Fulton Ave APT 112,CONDO,1978,1758.098683195592,125.047438,2,3.0,3.0,['Laminate'],['Central'],['Central'],1,347578.0,631900.0,3329.0,"[('2014-05-16', 295000), ('2005-09-19', 406000), ('1996-09-26', 70000), ('1996-04-09', 64000)]",615000,2,1,1,1,0,0,1
91342,11886 Vanport Ave,SINGLE_FAMILY,1964,687.9652956,112.133921,3,2.0,1.2,[],[],[],0,497043.0,796000.0,3200.0,"[('2005-06-22', 371000), ('2000-04-28', 160000), ('1998-01-16', 98000), ('1997-07-03', 112000)]",612000,0,0,0,0,0,0,0
90059,11510 Wadsworth Ave,SINGLE_FAMILY,1941,557.418,144.649971,2,2.0,1.0,"['Carpet', 'Laminate']",['Floor Furnace'],['None'],1,161119.0,612200.0,3599.0,[],612000,2,0,1,1,0,0,1
91403,15325 Magnolia Blvd APT 206,CONDO,1981,4580.640834,125.883565,2,2.0,3.0,"['Carpet', 'Tile']","['Central', 'Fireplace(s)']",['Central'],1,455125.0,626700.0,2998.0,"[('2016-08-12', 408000), ('2009-07-22', 290000), ('2006-02-14', 432000), ('2005-06-21', 200000), ('1998-03-31', 105000)]",615000,2,1,1,1,0,1,1
90011,1592 E 48th Pl,MULTI_FAMILY,1965,697.051209,237.645874,5,4.0,1.0,[],['Wall'],['None'],0,557755.0,,3300.0,"[('2016-10-31', 495000), ('1994-06-07', 200000), ('1993-08-27', 115000)]",614565,0,0,1,0,0,0,1
91605,8129 Agnes Ave,SINGLE_FAMILY,1955,526.388398,113.899078,2,2.0,1.0,[],['Central'],['Evaporative'],0,162438.0,,3249.0,[],613000,2,1,1,1,0,0,1
91605,12255 Covello St,CONDO,1979,4737.594713039486,133.687417,3,3.0,2.0,[],['Other'],['Central'],0,196741.0,622700.0,3368.0,[],610000,0,1,1,0,0,0,0
90033,1012 Lord St,SINGLE_FAMILY,1949,428.28283,87.32882,3,1.0,1.2,[],['Wall'],[],0,160574.0,623600.0,3195.0,[],615000,0,0,1,0,0,0,0
90065,3015 Division St APT 211,CONDO,1981,2196.4156134067953,93.739127,2,2.0,2.0,[],['Central'],['Central'],0,228427.0,619300.0,3195.0,"[('2012-12-06', 193000), ('2012-08-24', 144500), ('2012-03-23', 205000), ('2004-12-29', 230000), ('2000-07-05', 59000), ('1999-03-09', 59000)]",610000,2,1,1,0,0,0,1
90047,1453 W 89th St,SINGLE_FAMILY,1930,419.92156,108.510704,2,1.0,1.2,[],['Wall'],[],0,43299.0,,3128.0,[],610000,1,0,1,0,0,0,0
90044,508 W Colden Ave,SINGLE_FAMILY,1950,501.862006,107.024256,3,2.0,1.0,[],['Wall'],['None'],0,286966.0,619300.0,3475.0,"[('2003-11-17', 210000), ('2000-10-20', 145000), ('2000-05-17', 91000)]",610000,2,0,1,0,0,0,1
91040,10508 Sunland Blvd UNIT 1,TOWNHOUSE,1979,34803.400686,111.855212,3,3.0,2.0,[],['Central'],['Central'],1,551663.0,615300.0,3499.0,"[('2006-05-03', 420000), ('2003-10-08', 285000), ('2003-04-17', 230000), ('2000-09-06', 153500)]",615000,2,1,1,1,0,1,1
91311,21901 Dupont St APT 13,CONDO,1980,8967.437074,127.370013,3,3.0,2.0,"['Laminate', 'Tile']",['Central'],['Central'],1,458363.0,614800.0,3399.0,"[('2018-11-28', 427500), ('2001-06-19', 176000), ('1994-12-01', 102000), ('1994-03-07', 115000)]",610000,2,1,1,1,0,1,1
91326,10450 Zelzah Ave UNIT C,TOWNHOUSE,1979,7975.956374,126.162274,2,3.0,1.0,"['Carpet', 'Laminate', 'Stone']",['Central'],['Central'],1,219517.0,627600.0,3200.0,[],615000,2,1,1,1,0,1,1
90005,620 S Gramercy Pl APT 208,CONDO,1990,4789.45881,87.51462599999999,2,2.0,4.0,['Carpet'],['Central'],['Central'],1,616683.0,617500.0,2796.0,[],611000,2,1,1,1,0,0,1
90043,5951 Madden Ave,SINGLE_FAMILY,1924,446.120206,115.942944,3,2.0,1.2,[],['Wall'],[],0,44232.0,616100.0,3949.0,[],613000,1,0,1,0,0,0,0
91606,6310 Morse Ave,TOWNHOUSE,1964,25888.977478000004,111.204891,3,2.0,2.0,"['Carpet', 'Laminate']",['Central'],['Central'],0,162024.0,612500.0,3249.0,"[('2023-08-30', 389000)]",610000,1,1,1,0,0,1,1
90026,658 Laveta Ter,CONDO,1924,428.004121,75.065624,1,1.0,2.0,['Wood'],['Wall'],['Air Conditioning'],0,444208.4,623900.0,2850.0,[],615000,1,1,1,0,0,0,1
90047,2055 W 80th St,SINGLE_FAMILY,1949,519.513576,107.395868,3,1.0,1.0,[],[],['None'],0,48712.0,,3799.0,[],622000,2,0,0,1,0,0,1
91607,4744 Ben Ave UNIT 4,TOWNHOUSE,1986,960.61702,80.918513,2,2.0,2.0,"['Laminate', 'Wood']",['Central'],['Central'],1,460421.0,629700.0,2965.0,"[('2017-08-18', 421000), ('1999-09-02', 134000)]",619900,3,1,1,1,0,0,1
90066,4227 S Centinela Ave,CONDO,1952,232.289458632,44.314731,1,1.0,1.0,"['Wood', 'Tile']",['Wall'],['Air Conditioning'],0,653631.0,624500.0,2500.0,"[('2020-09-17', 495000), ('2019-07-24', 1164000), ('2013-11-01', 549000)]",620000,1,1,1,0,0,0,1
90015,1050 S Grand Ave #1906,CONDO,2017,2034.764180899908,63.452749,1,1.0,22.0,[],['Central'],['Central'],0,627300.0,619300.0,2885.0,"[('2022-04-28', 615000), ('2017-07-03', 735000)]",615000,1,1,1,0,0,0,1
90048,141 S Clark Dr APT 312,CONDO,1973,3743.3455000000004,59.45792,1,1.0,4.0,"['Wood', 'Tile', 'Mixed']",['Central'],['Central'],1,377628.0,622900.0,3150.0,"[('2012-04-12', 313000), ('2007-08-31', 515000)]",620000,2,1,1,1,0,0,1
90047,1626 W 65th Pl,SINGLE_FAMILY,1924,368.732007,86.957208,2,1.0,1.0,['Laminate'],['Central'],['Central'],1,504562.0,635000.0,2829.0,"[('2019-10-17', 480000), ('2011-06-22', 184000), ('2010-08-20', 169200), ('2003-08-14', 160000), ('1997-12-08', 70000)]",620000,2,1,1,1,0,0,1
90044,11319 Southwest Blvd,SINGLE_FAMILY,1939,640.659088,99.40621,2,1.0,1.0,"['Carpet', 'Tile']",['Wall'],['None'],1,158044.0,615300.0,2989.0,"[('1999-08-31', 107000)]",615000,2,0,1,1,0,0,1
90015,1050 S Grand Ave UNIT 605,CONDO,2017,2035.57058,63.731457999999996,1,1.0,22.0,"['Wood', 'Tile']",['Central'],['Central'],0,667075.0,622400.0,2883.0,"[('2017-04-10', 598000)]",615000,1,1,1,0,0,0,1
91342,16730 Nicklaus Dr UNIT 51,CONDO,2008,1245.6235080000001,114.084884,2,2.0,2.0,"['Tile', 'Laminate']",['Central'],['Central'],1,551412.0,637900.0,3152.0,"[('2021-04-23', 530000), ('2008-12-11', 325000)]",620000,2,1,1,1,0,0,1
90047,7426 S Denker Ave,SINGLE_FAMILY,1940,492.502214556,128.856461,2,1.0,1.0,"['Carpet', 'Laminate', 'Tile']",['Central'],['Air Conditioning'],1,278010.0,627500.0,2895.0,"[('2002-05-30', 185000), ('2002-03-13', 116500), ('2000-12-04', 133958), ('1994-12-20', 132000), ('1994-03-04', 92467)]",620000,4,1,1,1,0,0,1
90015,1155 S Grand Ave APT 1003,CONDO,2008,4901.152146,104.05136,1,2.0,23.0,[],[],['Central'],0,730512.0,629000.0,3284.0,"[('2013-09-24', 620000)]",620000,1,1,0,0,0,0,1
90002,10322 Croesus Ave,SINGLE_FAMILY,1955,303.421198,95.411381,3,1.0,1.0,['Vinyl'],['Wall'],['None'],0,93038.0,628000.0,3395.0,"[('2023-09-01', 360000), ('2009-09-15', 75000), ('2008-06-26', 291691), ('2003-10-31', 169000), ('2003-01-10', 102000), ('2001-08-14', 157088), ('1999-09-30', 148000), ('1999-04-07', 63000), ('1998-10-07', 70500)]",615000,0,0,1,0,0,0,1
90059,10720 Kalmia St,SINGLE_FAMILY,1945,583.337937,93.181709,3,1.0,1.0,[],[],['None'],0,25614.0,633100.0,3305.0,"[('2023-09-01', 420000)]",619900,2,0,0,0,0,0,1
91306,8600 Oso Ave,SINGLE_FAMILY,1951,1602.4859536271808,146.600934,3,2.0,1.2,[],['Wall'],[],0,88541.0,826400.0,3979.0,[],620000,1,0,1,0,0,0,0
91342,15122 Roxford St UNIT 2,CONDO,2000,6046.818212,116.779071,3,3.0,2.0,['Laminate'],['Central'],['Central'],1,455684.0,606900.0,3293.0,"[('2019-03-19', 425000), ('2014-09-15', 260000), ('2002-04-29', 205000), ('2000-07-26', 170000)]",615000,2,1,1,1,0,0,1
90044,651 W Gage Ave,MULTI_FAMILY,1910,464.174231796,150.688666,3,2.0,2.2,"['Laminate', 'Mixed']",['Wall'],['None'],0,457359.0,636000.0,3553.0,[],620000,1,0,1,0,0,0,1
91306,20120 Runnymede St UNIT 15,TOWNHOUSE,1974,12000.96333,147.994479,3,3.0,2.0,[],['Central'],['Central'],0,422777.0,631400.0,3595.0,"[('2017-05-16', 379000)]",620000,2,1,1,1,0,0,1
91402,8401 Murietta Ave,SINGLE_FAMILY,1949,549.05673,72.46433999999999,2,1.0,1.0,['Carpet'],['Natural Gas'],[],0,174478.0,635000.0,2800.0,[],617000,2,1,1,0,0,0,0
90008,4658 Don Lorenzo Dr APT C,TOWNHOUSE,1981,13093.210844,158.399615,2,2.0,5.6,['Carpet'],['Central'],['Central'],1,261214.0,,4734.0,"[('2023-08-02', 565000)]",620000,2,1,1,1,0,0,1
91306,8221 Mason Ave UNIT E,TOWNHOUSE,1979,14679.579964,129.042267,3,3.0,2.0,['Wood'],['Central'],['Central'],1,327119.0,622400.0,3499.0,"[('2002-11-13', 235000), ('2000-10-16', 151000), ('1997-09-17', 100000)]",618000,2,1,1,1,0,0,1
90003,120 W 83rd St,SINGLE_FAMILY,1923,465.908545,143.99965,3,2.0,2.0,"['Carpet', 'Laminate', 'Tile', 'Wood']",['Wall'],['None'],0,420547.0,628900.0,3580.0,"[('2017-01-31', 377000), ('2016-04-29', 245000)]",619000,0,0,1,0,0,0,1
91306,19944 Sherman Way APT D,TOWNHOUSE,1989,6770.801466,164.066698,3,4.0,3.0,['Laminate'],['Central'],['Central'],1,550234.0,627900.0,4403.0,"[('2014-05-06', 322500), ('2013-04-25', 160000), ('2003-12-03', 330000), ('2000-09-29', 177000)]",620000,2,1,1,1,0,1,1
91311,10125 De Soto Ave UNIT 14,CONDO,1974,9833.8698,122.260348,3,3.0,1.0,[],['Central'],['Central'],1,477542.0,627900.0,3397.0,"[('2020-07-01', 459000), ('2020-01-14', 345000)]",619999,2,1,1,1,0,0,1
90026,656 Laveta Ter,CONDO,1924,428.004121,76.18046,1,1.0,2.0,['Wood'],['Wall'],['Air Conditioning'],0,689589.0,566000.0,2892.0,"[('2023-11-09', 1825000), ('2011-06-20', 560000), ('2011-01-10', 540000), ('2006-09-19', 719000), ('2001-11-26', 265000)]",615666,1,1,1,0,0,0,1
91311,10234 Oklahoma Ave UNIT B,TOWNHOUSE,1966,32425.061063999998,126.626789,3,3.0,2.0,"['Carpet', 'Laminate']",['Forced Air'],[],1,169939.0,624400.0,3313.0,[],620000,2,1,1,1,0,0,1
90064,2301 S Beverly Glen Blvd UNIT 306,CONDO,1963,1258.168774,81.011416,1,1.0,3.0,"['Carpet', 'Tile']",['Central'],['None'],0,305472.0,624000.0,3221.0,[],619500,2,0,1,0,0,0,1
90012,880 W 1st St APT 621,CONDO,1982,11513.721386000001,125.233244,2,2.0,6.0,['Wood'],['Central'],"['Air Conditioning', 'Central']",0,602576.0,629200.0,3800.0,"[('2017-06-26', 527500)]",620000,2,1,1,0,0,0,1
90047,1851 W 84th Pl,SINGLE_FAMILY,1929,757.571196096,182.833104,4,2.0,1.0,"['Carpet', 'Wood']",['Wall'],['None'],1,665856.0,627600.0,4500.0,"[('2021-03-01', 500000), ('2006-04-17', 470000)]",620000,1,0,1,1,0,0,1
91405,14937 Sherman Way APT 3,CONDO,1980,2345.6180275482097,129.506782,3,3.0,2.0,[],[],['Central'],1,525586.0,625000.0,3364.0,"[('2020-03-18', 500000)]",622000,2,1,0,1,0,1,1
90002,1105 E 102nd St,SINGLE_FAMILY,1954,306.672803,75.901751,3,1.0,1.0,['Laminate'],['None'],['None'],0,481440.0,627800.0,2999.0,"[('2022-03-24', 472000), ('1996-04-30', 115000), ('1995-12-14', 44500), ('1995-05-11', 75201)]",622500,1,0,0,0,0,0,1
90035,811 S Bedford St APT 203,CONDO,1965,1046.11331,73.39337,1,1.0,3.0,['Wood'],['Central'],"['Air Conditioning', 'Ceiling Fan(s)', 'Central']",0,663000.0,622700.0,2850.0,"[('2022-05-27', 650000), ('2014-02-24', 425000), ('2009-08-18', 394500)]",620000,1,1,1,0,0,0,1
90059,1708 E 112th St,SINGLE_FAMILY,2006,317.67809238,137.58934299999999,5,2.0,1.8,['Laminate'],['Wall'],['None'],0,182239.0,627400.0,3794.0,"[('2010-11-10', 84000), ('2010-05-19', 409916), ('2008-01-09', 390000), ('2000-06-22', 18000), ('1999-03-19', 18000), ('1998-09-23', 14057)]",620000,0,0,1,0,0,0,1
91306,20737 Roscoe Blvd UNIT 502,CONDO,1981,9572.84733,152.453823,3,3.0,1.4,"['Carpet', 'Tile']",['Central'],['Central'],1,239134.0,635200.0,3599.0,[],621000,2,1,1,1,0,0,1
90037,1325 W 57th St,SINGLE_FAMILY,1923,306.5799,100.985561,3,1.0,1.0,"['Laminate', 'Tile']",[],['None'],1,236632.0,635600.0,3723.0,"[('2002-10-23', 170000), ('2001-07-30', 106245), ('2000-04-24', 125000), ('1999-09-07', 82000)]",620000,1,0,0,1,0,0,1
91340,11419 Acala Ave,SINGLE_FAMILY,1987,232.2575,70.60628,2,1.0,1.0,[],[],['Central'],0,560000.0,626900.0,2518.0,"[('2022-11-16', 560000), ('2012-02-29', 167000), ('2010-12-15', 198216), ('2008-09-04', 196000), ('2008-05-29', 154342), ('2005-06-10', 368000), ('2004-07-16', 269000)]",620000,2,1,0,0,0,0,1
91342,16723 Nicklaus Dr UNIT 15A,TOWNHOUSE,2009,1703.1000348943983,116.12875,2,2.0,1.0,['Wood'],"['Natural Gas', 'Central']",['Central'],0,400600.0,620800.0,3294.0,"[('2013-07-31', 340000)]",620000,2,1,1,0,0,1,1
90042,4589 Via Marisol UNIT 264,CONDO,1981,20672.979624,96.433314,2,2.0,1.0,"['Laminate', 'Tile']",['Central'],['Central'],0,535500.0,629700.0,2900.0,"[('2021-10-14', 525000), ('2007-11-16', 370000), ('2002-07-09', 185000)]",625000,2,1,1,0,0,0,1
91342,12617 Lazard St,SINGLE_FAMILY,1962,704.018934,98.47718,3,2.0,1.0,[],['Central'],[],0,84622.0,,3295.0,[],630000,2,1,1,0,0,0,1
90732,1552 Stonewood Ct,TOWNHOUSE,1976,23980.882988,112.505533,1,2.0,2.0,[],['Central'],['Central'],0,130723.0,625400.0,2981.0,[],625000,2,1,1,0,0,0,1
91423,5009 Woodman Ave APT 109,CONDO,1978,3891.3401735537195,115.19972,2,2.0,1.0,"['Carpet', 'Wood']",['Central'],['Central'],0,445893.0,635200.0,2997.0,"[('2014-07-25', 386000), ('2013-05-22', 405000), ('2007-10-18', 450000)]",630000,2,1,1,0,0,0,1
91606,6262 Morse Ave,TOWNHOUSE,1964,25888.977478000004,124.95453499999999,3,3.0,2.0,"['Laminate', 'Tile']",['Central'],['Air Conditioning'],0,600000.0,630400.0,3499.0,"[('2022-12-09', 600000), ('2012-05-15', 175000), ('2011-12-05', 163880), ('2003-04-24', 200000), ('1994-11-30', 65000), ('1994-06-08', 89250)]",625000,2,1,1,0,0,0,1
90023,1179 Mirasol St,MULTI_FAMILY,1913,464.422097,124.582923,4,2.0,1.2,[],[],[],0,66558.0,635800.0,3499.0,[],625000,0,0,0,0,0,0,0
90069,750 N Kings Rd APT 220,CONDO,1973,5906.796856,61.966301,1,1.0,4.0,[],['Central'],['Central'],1,566120.0,651000.0,2650.0,"[('2019-03-22', 528000), ('2012-03-22', 325000), ('2005-03-25', 370000), ('2002-04-19', 165000), ('1994-03-11', 89000)]",629000,1,1,1,1,0,1,1
90059,808 E 111th Dr,MULTI_FAMILY,1923,403.477729,155.891234,5,3.0,1.0,"['Laminate', 'Tile']",['Wall'],['None'],0,571200.0,638200.0,3900.0,"[('2021-02-26', 505000), ('2018-10-25', 405000), ('2012-03-27', 135500), ('2010-08-23', 189185)]",625000,8,0,1,0,0,0,1
91042,7230 Summitrose St,SINGLE_FAMILY,1949,418.0635,75.901751,2,1.0,5.8,"['Tile', 'Carpet', 'Wood', 'Linoleum']","['Other', 'Gas']",['Wall'],0,381202.0,638500.0,2999.0,"[('2007-09-28', 369000)]",630000,1,1,1,0,0,0,1
90044,6425 S Vermont Ave,MULTI_FAMILY,1922,334.270196568,238.76071,4,3.0,1.2,[],['Central'],['None'],0,155286.0,,4240.0,[],630000,4,0,1,0,0,0,0
90068,1900 Vine St APT 101,CONDO,1980,4457.61629,111.855212,2,2.0,4.0,"['Bamboo', 'Tile']",['Central'],['Central'],1,535897.0,634600.0,3814.0,"[('1998-09-11', 95000), ('1997-06-24', 75000), ('1996-10-17', 90000)]",630000,2,1,1,1,0,1,1
90731,1035 W 13th St,SINGLE_FAMILY,1923,564.664434,93.460418,2,1.0,1.0,"['Carpet', 'Laminate']",[],['None'],1,51071.0,627200.0,3051.0,[],625000,0,0,0,1,0,0,1
90011,628 E 55th St,SINGLE_FAMILY,1923,505.485223,95.318478,4,2.0,1.0,[],[],['None'],1,499119.0,651400.0,3249.0,"[('2005-09-23', 760000)]",630000,0,0,0,1,0,0,1
90012,880 W 1st St APT 709,CONDO,1982,11513.721386000001,114.456496,2,2.0,8.0,"['Tile', 'Carpet', 'Stone']",['Central'],['Central'],0,541354.0,625500.0,3197.0,"[('2020-06-01', 515000)]",625000,2,1,1,0,0,0,1
90048,141 S Clark Dr APT 310,CONDO,1973,3743.3455000000004,62.24501,1,1.0,2.8,"['Wood', 'Mixed']",['Central'],['Central'],1,618000.0,637300.0,3099.0,"[('2014-04-08', 2225), ('2008-06-26', 510000), ('2007-07-26', 499000)]",626000,1,1,1,1,0,0,1
90011,223 E 24th St,SINGLE_FAMILY,1899,487.647847,111.948115,2,1.0,1.0,[],[],['None'],0,56761.0,627200.0,3200.0,[],625000,0,0,0,0,0,0,1
90003,231 W 91st St,SINGLE_FAMILY,1928,483.194448792,161.279608,4,3.0,1.2,['Cement'],['Central'],['None'],0,152147.0,632300.0,4034.0,[],630000,0,0,1,0,0,0,1
91042,10090 Tujunga Canyon Blvd,SINGLE_FAMILY,1948,543.296744,87.050111,2,1.0,5.6,[],['Wall'],[],0,201295.0,637800.0,3164.0,"[('2000-12-08', 139000)]",627000,1,0,1,0,0,0,0
91335,19238 Hamlin St UNIT 2,TOWNHOUSE,1975,32682.846046000002,120.495191,3,2.0,2.0,[],['Central'],['Central'],0,407160.0,638600.0,3490.0,"[('2016-09-16', 365000), ('2004-08-03', 369500)]",630000,2,1,1,0,0,0,1
91316,5151 Balboa Blvd UNIT 201,CONDO,1988,2144.0182525252526,88.815268,2,2.0,1.0,"['Laminate', 'Tile']",['Central'],['Central'],1,530400.0,634500.0,2700.0,"[('2021-07-29', 520000), ('2020-09-24', 470000), ('2017-08-07', 410000), ('2017-02-08', 0), ('2010-03-24', 265000), ('1999-06-14', 138000)]",625000,0,1,1,1,0,1,1
90047,6233 S Van Ness Ave,SINGLE_FAMILY,1937,353.0314,94.389448,2,1.0,1.0,"['Laminate', 'Tile']",['Wall'],['Wall'],1,469874.0,641900.0,3200.0,"[('2020-06-29', 447000), ('2008-06-20', 210000), ('2005-12-27', 425000)]",627000,3,1,1,1,0,0,1
91311,10341 Canoga Ave UNIT 46,TOWNHOUSE,1980,13371.230126,130.528715,2,3.0,2.0,"['Laminate', 'Tile']",['Central'],['Central'],1,295532.0,627200.0,3229.0,"[('2010-10-08', 240000), ('2007-07-13', 375000), ('2005-08-01', 390000), ('2003-05-23', 243000)]",625000,2,1,1,1,0,1,1
90044,751 W 118th St,SINGLE_FAMILY,1946,532.16139042,103.493942,2,1.0,1.0,['Carpet'],['None'],['None'],0,48234.0,625400.0,2989.0,[],625000,3,0,0,0,0,0,1
91344,15809 San Fernando Mission Blvd,SINGLE_FAMILY,1998,566.522494,130.0642,3,2.0,2.2,[],['Other'],['Central'],0,470336.0,646900.0,3499.0,"[('2008-08-08', 380000), ('2008-03-04', 366750), ('2006-04-03', 570000), ('2005-04-01', 475000), ('2002-07-31', 275000), ('1998-12-30', 175000), ('1998-01-07', 105000)]",630000,0,1,1,0,0,0,0
90002,851 E 105th St,SINGLE_FAMILY,1953,501.118782,99.499113,3,1.0,1.0,[],[],['Wall'],0,440000.0,640900.0,3399.0,"[('2022-07-25', 440000)]",625000,0,1,0,0,0,0,1
90015,1130 S Flower St APT 302,CONDO,2003,4141.96121,110.368764,1,2.0,4.0,['Laminate'],['Central'],"['Central', 'Air Conditioning']",1,593028.0,,3198.0,"[('2013-11-15', 485000), ('2004-08-31', 57500)]",625000,2,1,1,1,0,0,1
