zipcode,streetAddress,homeType,yearBuilt,lotAreaValue,livingAreaValue,bedrooms,bathrooms,stories,flooring,heating,cooling,fireplaceFeatures,taxAssessedValue,zestimate,rentZestimate,sold-history,price,parkingCapacity,hasCooling,hasHeating,hasFireplace,hasPrivatePool,hasSpa,hasView,log_lotAreaValue,log_livingAreaValue
91342,16604 Nicklaus Dr UNIT 116,TOWNHOUSE,2008,4099.064494,237.83168,3,3.0,2.0,"['Carpet', 'Tile']","['Central', 'Fireplace(s)']","['Central', 'ENERGY STAR Qualified Equipment']",1,538411.0,786300.0,4900.0,"[('2008-11-25', 435000)]",770000,2,1,1,1,0,1,1,3.612684751487511,2.376269703658659
90501,1622 W 220th St #2,SINGLE_FAMILY,1990,665.3029093920001,215.720766,4,3.0,2.0,"['Wood', 'Tile']",['Central'],['Central'],1,454779.0,791400.0,4850.0,[],770000,2,1,1,1,0,0,1,2.8230194226345784,2.3338919537493648
91367,22243 1/4 Erwin St,TOWNHOUSE,1972,11404.05148,141.119657,2,3.0,1.0,"['Laminate', 'Tile']",['Central'],['Central'],1,710940.0,782100.0,3835.0,"[('2021-10-01', 697000), ('2018-01-12', 571000)]",775000,2,1,1,1,0,1,1,4.057059169127554,2.149587512209596
91042,7657 Grove St,SINGLE_FAMILY,1953,593.65017,106.83845,3,2.0,1.0,['Vinyl'],['Central'],['Central'],1,568684.0,795000.0,3496.0,"[('2020-01-28', 541000)]",779000,1,1,1,1,0,0,1,2.7735305965052097,2.0287275787004213
91401,13360 Burbank Blvd APT 3,TOWNHOUSE,2006,2517.551606,135.173865,3,3.0,3.0,['Mixed'],['Central'],['Central'],1,426087.0,,3539.0,"[('2012-08-24', 360000), ('2007-08-27', 515000)]",775000,2,1,1,1,0,0,1,3.4009783816968864,2.1308927316687356
90047,6511 Haas Ave,SINGLE_FAMILY,1931,439.895705,123.468087,3,2.0,1.0,"['Carpet', 'Tile', 'Vinyl']","['Central', 'ENERGY STAR Qualified Equipment', 'Natural Gas']","['Central', 'Electric', 'ENERGY STAR Qualified Equipment', 'SEER Rated']",1,597320.0,778400.0,4170.0,"[('2018-07-11', 557500), ('2017-08-14', 393500)]",775000,3,1,1,1,0,0,1,2.6433497216861017,2.0915547192895416
90010,3810 Wilshire Blvd APT 507,CONDO,1962,5961.834152,109.62554,2,2.0,1.0,"['Bamboo', 'Carpet']",['Central'],['Central'],1,544652.0,799400.0,3128.0,"[('2010-01-20', 439000)]",779000,2,1,1,1,0,0,1,3.775379890537092,2.039911745652935
91402,14201 Parthenia St,SINGLE_FAMILY,1949,691.384126,94.203642,3,1.0,1.0,[],['Central'],['Central'],0,491681.0,798900.0,3610.0,"[('2004-08-24', 367000), ('2001-05-11', 178000)]",775900,0,1,1,0,0,0,1,2.839719404032325,1.9740676933441268
90248,14808 Estrella Ave,SINGLE_FAMILY,1949,491.178161,97.176538,3,2.0,1.0,[],['Central'],['Central'],0,141702.0,791100.0,3469.0,"[('2023-10-20', 540000)]",777000,1,1,1,0,0,0,1,2.691239048751921,1.987561422878065
91326,20266 Pienza Ln,CONDO,2011,3035.145,101.821688,1,1.0,1.0,['Tile'],"['None', 'Other']",['Central'],0,535884.0,778900.0,2857.0,"[('2018-02-16', 490000), ('2016-08-05', 480000), ('2012-03-28', 360500)]",775000,2,1,1,0,0,1,1,3.482179443745917,2.00784029249516
91306,19754 Welby Way,SINGLE_FAMILY,1952,644.839723,99.313307,3,1.0,1.0,"['Carpet', 'Laminate']",['Central'],['Central'],1,72037.0,793500.0,3440.0,[],775000,2,1,1,1,0,0,1,2.809451782749169,1.9970074435555876
90048,141 S Clark Dr APT 303,CONDO,1973,3743.3455,85.47076,2,2.0,1.0,['Mixed'],['Central'],['Central'],1,836635.0,787100.0,3565.0,"[('2017-02-17', 750000), ('2007-08-01', 725000)]",775000,2,1,1,1,0,0,1,3.573259913093249,1.9318175656923648
91344,16723 Tribune St,SINGLE_FAMILY,1953,696.868375896,129.13517,3,2.0,1.0,['Wood'],['Other'],['Other'],1,371318.0,760600.0,3800.0,[],775000,2,1,1,1,0,0,1,2.843150756548183,2.1110445386009045
90025,1515 Amherst Ave APT 105,CONDO,1984,1084.153794,93.181709,2,2.0,1.0,['Wood'],['Central'],"['Central', 'Air Conditioning']",0,250840.0,802000.0,3462.0,[],775000,2,1,1,0,0,0,1,3.0350908939624257,1.9693306713672276
91331,9645 Pine Orchard St,TOWNHOUSE,2015,5541.770084,191.473083,5,3.0,2.0,[],['Central'],['Central'],0,515202.0,786100.0,4235.0,[],775000,2,1,1,0,0,0,1,3.7436485038855167,2.2821077301260226
91306,7618 Gazette Ave,SINGLE_FAMILY,1959,910.728109,174.007319,4,3.0,1.0,"['Vinyl', 'Wood']","['Central', 'Fireplace(s)']",['None'],1,775000.0,,4550.0,[],775000,2,0,1,1,0,0,1,2.95938874098476,2.240567515722047
90021,1855 Industrial St APT 603,CONDO,1924,3960.257196,90.673328,1,1.0,1.0,['Concrete'],['Central'],['Central'],0,803825.0,775900.0,3175.0,"[('2018-03-20', 735000), ('2015-04-28', 615000), ('2004-07-27', 325000)]",775000,1,1,1,0,0,0,1,3.5977233917781364,1.9574795560135014
91335,7032 Crebs Ave,SINGLE_FAMILY,1948,627.745571,123.189378,4,2.0,1.0,[],['None'],['None'],0,248466.0,781000.0,3991.0,"[('2023-06-28', 570000), ('2023-01-04', 99819), ('2000-09-26', 141500)]",776000,1,0,0,0,0,0,1,2.797783657271785,2.090573262415564
91306,20356 Gresham St,SINGLE_FAMILY,1956,697.144112,141.398366,4,2.0,1.0,[],['Central'],['Central'],0,365251.0,777900.0,4120.0,"[('2013-08-23', 310003)]",775000,2,1,1,0,0,0,1,2.8433225637178174,2.1504443907813635
91405,14111 W Birch Ln,SINGLE_FAMILY,2016,319.957932,157.191876,3,3.0,3.0,[],['Central'],['Central'],0,536560.0,781800.0,4094.0,"[('2016-12-02', 481000)]",778000,2,1,1,0,0,0,1,2.505092881128427,2.1964300970498143
91331,9206 Arleta Ave,SINGLE_FAMILY,1954,668.158376,114.363593,3,2.0,1.0,[],[],['Central'],0,69397.0,793800.0,3499.0,"[('2023-09-25', 616000)]",775000,0,1,0,0,0,0,1,2.824879417071982,2.058287791278126
91335,19400 Sherman Way,SINGLE_FAMILY,1951,751.58527,109.346831,3,2.0,1.0,['Carpet'],[],[],0,97609.0,784600.0,3511.0,[],775000,2,1,0,0,0,0,0,2.8759782599590817,2.038806201190244
91352,12470 Rouge St,SINGLE_FAMILY,1955,762.919436,118.451325,3,2.0,1.0,['Wood'],['Central'],['Central'],0,72513.0,777800.0,3790.0,[],775000,2,1,1,0,0,0,1,2.882478679045364,2.0735399231167837
90007,1345 W 37th Dr,SINGLE_FAMILY,1920,552.401238,104.05136,3,1.0,1.0,[],['Wall'],[],0,36933.0,802600.0,3909.0,[],775000,0,0,1,0,0,0,0,2.7422546432157286,2.0172477610169914
91335,8025 Newcastle Ave,SINGLE_FAMILY,1954,557.418,110.740376,4,2.0,1.0,[],['Central'],['Central'],0,197951.0,780400.0,3815.0,"[('1998-03-13', 129000)]",780000,2,1,1,0,0,0,1,2.7461809887304534,2.0443059937510273
91316,5533 Edward E Horton Ln UNIT 20,TOWNHOUSE,1979,13421.815876,225.475581,3,3.0,2.0,"['Carpet', 'Vinyl', 'Wood']",['Central'],['Central'],1,390003.0,799900.0,6598.0,[],775000,2,1,1,1,0,1,1,4.12781127675522,2.3530995146787443
91406,17631 Victory Blvd,SINGLE_FAMILY,1950,587.704378,103.029427,3,1.0,1.0,[],[],['Central'],0,499928.0,782600.0,3534.0,"[('2013-10-01', 424500), ('2009-01-30', 290000)]",779000,2,1,0,0,0,0,1,2.7691589259265137,2.0129612844959697
90044,1255 W 85th St,SINGLE_FAMILY,1926,437.944742,157.563488,4,2.0,1.0,['Vinyl'],['Central'],['Central'],0,67447.0,797900.0,3999.0,"[('2023-06-23', 600000)]",779000,4,1,1,0,0,0,1,2.6414193165351145,2.1974555862675045
91326,20266 W Pienza Ln,SINGLE_FAMILY,2011,3031.8933907254363,101.821688,2,2.0,2.0,[],['Central'],['Central'],0,459615.4,778900.0,2995.0,[],775000,2,1,1,0,0,0,1,3.481713926302475,2.00784029249516
91601,4942 Cahuenga Blvd,CONDO,1971,1160.731607897153,124.675826,2,3.0,1.0,[],['Central'],"['Central', 'High Efficiency']",0,671057.0,799600.0,3484.0,"[('2020-12-14', 645000)]",775000,2,1,1,0,0,0,1,3.0647318108804824,2.095782254179783
90049,836 S Bundy Dr APT 408,CONDO,1969,4201.450052,91.137843,1,1.0,1.0,"['Carpet', 'Vinyl']",['Central'],['Central'],1,221662.0,775200.0,3427.0,[],775000,2,1,1,1,0,1,1,3.6233992048970474,1.959698745726758
90019,3315 W 17th St,MULTI_FAMILY,1921,292.272838,292.272838,4,4.0,1.0,[],['Central'],['Central'],0,902254.0,790900.0,8154.0,"[('2012-07-19', 312936), ('2004-02-17', 405000), ('1998-08-10', 153513), ('1996-09-18', 145000)]",775000,4,1,1,0,0,0,0,2.4657884566340775,2.4657884566340775
90003,8815 Wall St,MULTI_FAMILY,1927,379.190283516,258.27034,7,4.0,1.0,[],['Wall'],['None'],0,658670.0,784400.0,2592.0,"[('2019-01-03', 614000), ('2012-01-18', 205000), ('2010-04-22', 215000), ('2004-08-02', 335000)]",775000,2,0,1,0,0,0,0,2.578857200318325,2.4120745342648857
90003,157 W 73rd St,MULTI_FAMILY,1921,596.994678,163.323474,5,2.0,1.0,[],[],[],0,468732.0,776600.0,3900.0,"[('2006-11-30', 635000), ('2006-03-27', 260000), ('2005-04-07', 242000), ('1999-05-11', 90000), ('1998-08-24', 51000), ('1997-07-10', 77500), ('1997-05-01', 85000), ('1995-09-27', 88181)]",775000,0,0,0,0,0,0,0,2.7759704595623087,2.213048609084563
91402,14300 Parthenia St,SINGLE_FAMILY,1949,648.277134,94.203642,3,1.0,1.0,[],[],['Central'],0,488593.0,778300.0,3702.0,"[('2017-01-27', 438000), ('2016-08-25', 310000)]",775000,1,1,0,0,0,0,1,2.811760703458902,1.9740676933441268
91324,18558 Marilla St,SINGLE_FAMILY,1978,702.439583,284.747695,4,3.0,1.0,"['Tile', 'Carpet', 'Laminate']","['None', 'Other']",['Central'],0,831167.0,781200.0,5927.0,"[('2017-07-11', 760000)]",775000,3,1,1,1,0,0,0,2.846608976409029,2.4544602172012433
90005,702 S Serrano Ave APT 503,CONDO,2007,1318.062302,104.98039,2,2.0,1.0,"['Marble', 'Carpet']",['Central'],['Central'],0,739000.0,760100.0,2995.0,"[('2008-08-11', 760000)]",775000,2,1,1,0,0,0,1,3.11993593891909,2.0211081818302294
91602,4444 Moorpark Way APT 103,CONDO,1989,1491.466722681359,147.251255,2,3.0,1.0,"['Carpet', 'Tile', 'Wood']",['Central'],['Central'],1,167251.0,775200.0,4259.0,[],775000,2,1,1,1,0,0,1,3.173613567911233,2.16805900490058
90008,4248 McClung Dr,SINGLE_FAMILY,1935,402.257355192,125.511953,2,1.0,1.0,"['Mixed', 'Wood', 'Tile']",['Forced Air'],['Window Unit(s)'],1,287214.0,788700.0,3543.0,[],775000,2,1,1,1,0,0,1,2.6045039938278602,2.0986850873688403
91303,22118 Cajun Ct,CONDO,2006,4250.012372,165.924758,4,3.0,1.0,[],['Central'],['Central'],1,427014.0,775700.0,4094.0,"[('2009-05-20', 345000), ('2009-03-23', 263500)]",775000,2,1,1,1,0,0,1,3.628390194305255,2.219911192899337
91352,11222 Saticoy St,SINGLE_FAMILY,1943,650.228097,100.33524,3,1.0,1.0,['Wood'],[],['Central'],0,139270.0,784900.0,3534.0,[],775000,2,1,0,0,0,0,1,2.813065731860225,2.0014534938337594
91306,19825 Leadwell St,SINGLE_FAMILY,1956,653.293896,196.95436,5,2.0,1.0,[],['Central'],['Central'],0,304128.0,868100.0,4870.0,"[('2001-02-07', 210000), ('1998-12-15', 175000), ('1998-09-08', 167954), ('1995-12-29', 150000)]",780000,2,1,1,0,0,0,1,2.815108600412525,2.294365599275561
90731,387 W 15th St,MULTI_FAMILY,1956,464.515,289.485748,6,4.0,1.0,[],['Other'],[],0,501710.0,1027500.0,2575.0,"[('2001-10-12', 186000), ('2001-09-11', 137238)]",775000,1,0,1,0,0,0,0,2.6669997426828282,2.4616271873473363
90048,6666 W 5th St,SINGLE_FAMILY,2021,566.522494,339.467562,4,4.5,1.0,['Wood'],"['Forced Air', 'Gas']",['Central'],0,3901500.0,3358400.0,19963.0,"[('2021-05-05', 3750000), ('2020-01-31', 1600000)]",785000,2,1,1,1,0,1,1,2.7532171583761715,2.5307982813633285
91335,18929 Hart St,SINGLE_FAMILY,1950,741.830455,100.613949,3,2.0,1.0,[],['Central'],['Central'],0,337321.0,808100.0,3449.0,"[('2012-09-06', 285000)]",780000,1,1,1,0,0,0,1,2.8703046588213112,2.00265819497213
91402,8604 Saloma Ave,SINGLE_FAMILY,1958,733.283379,134.70935,3,2.0,1.0,['Wood'],['Central'],['Central'],0,578533.0,801100.0,3834.0,"[('2018-03-09', 529000)]",780000,4,1,1,0,0,0,1,2.865271841152175,2.1293977405817843
90047,2100 W 96th St,SINGLE_FAMILY,1948,473.8053,127.648722,3,2.0,1.0,['Wood'],[],['Central'],1,661980.0,796800.0,4140.0,"[('2022-04-19', 649000), ('2020-02-12', 560000), ('2019-08-30', 480500), ('2014-01-03', 340000), ('2013-05-07', 256500), ('2013-01-04', 300000), ('2005-01-03', 399000), ('2004-02-24', 268700)]",782000,2,1,0,1,0,0,1,2.6755999144447458,2.1060164710703413
90248,1322 W 186th St,SINGLE_FAMILY,1954,489.320101,146.600934,3,2.0,1.0,[],['Wall'],[],0,87367.0,786200.0,3895.0,[],780000,1,0,1,0,0,0,0,2.6895930567042905,2.166136737220211
90032,4960 Twining St,SINGLE_FAMILY,1989,696.679597,127.834528,3,2.0,2.0,"['Carpet', 'Laminate', 'Tile']",['Central'],['Central'],1,415383.0,808800.0,3335.0,"[('2003-06-26', 272000), ('2000-07-14', 156000), ('2000-02-16', 163631)]",785000,4,1,1,1,0,0,1,2.8430330919468507,2.106648172246302
90047,9406 La Salle Ave,SINGLE_FAMILY,1938,680.793184,160.350578,3,2.0,1.0,"['Carpet', 'Tile', 'Wood']",['Floor Furnace'],['None'],1,72801.0,,4200.0,[],780000,2,0,1,1,0,0,1,2.8330151990066037,2.2050705297260005
90037,532 W 51st St,MULTI_FAMILY,1965,511.338112,266.910319,7,4.0,2.0,"['Carpet', 'Concrete']",['None'],['None'],0,73933.0,791700.0,2747.0,[],782000,3,0,0,0,0,0,1,2.7087081635742645,2.426365364338757
91331,13568 Ottoman St,SINGLE_FAMILY,1951,557.510903,142.791911,3,2.0,1.0,"['Tile', 'Wood']",['Central'],['Central'],1,314413.0,783600.0,4027.0,[],783000,1,1,1,1,0,0,1,2.746253365112906,2.1547036058465547
91367,21820 Marylee St UNIT 222,TOWNHOUSE,1979,45890.987714,154.776398,3,3.0,3.0,"['Carpet', 'Laminate', 'Wood']",['Central'],['Central'],1,614904.0,804800.0,3995.0,"[('1996-09-27', 183500)]",780000,2,1,1,1,0,1,1,4.661727405136882,2.1897047354175783
90037,155 W 51st St,SINGLE_FAMILY,1922,507.621992,191.937598,4,3.0,1.0,"['Laminate', 'Tile']","['Electric', 'ENERGY STAR Qualified Equipment', 'Fireplace(s)']","['Electric', 'ENERGY STAR Qualified Equipment', 'Wall', 'Zoned']",1,529660.0,822300.0,4283.0,"[('2022-06-06', 518862), ('2018-02-15', 470000), ('2017-07-10', 360000)]",785000,6,1,1,1,0,0,1,2.7055404290202856,2.2831600555304115
90016,2515 S Orange Dr,SINGLE_FAMILY,1988,262.543878,111.297794,3,2.0,2.0,[],['Central'],['None'],0,612000.0,783400.0,4587.0,"[('2021-12-06', 600000), ('2019-11-05', 600000)]",780000,2,0,1,0,0,0,1,2.4192018958593495,2.0464865564001022
91342,13520 Phillippi Ave,SINGLE_FAMILY,1965,708.013763,140.469336,3,2.0,1.0,"['Carpet', 'Laminate']",['Central'],['Wall'],1,86889.0,799400.0,3648.0,[],780500,2,1,1,1,0,0,1,2.850041699973468,2.1475815295119975
91335,6631 Amigo Ave,SINGLE_FAMILY,1951,555.188328,109.811346,3,1.0,1.0,"['Tile', 'Wood']",['Central'],['Central'],1,314222.0,797000.0,3497.0,[],780000,2,1,1,1,0,0,1,2.7444403271541518,2.0406472148920463
90732,1578 Stonewood Ct,TOWNHOUSE,1976,15521.326844,148.180285,3,3.0,2.0,[],['Central'],['Central'],0,662805.0,783600.0,3999.0,"[('2007-08-01', 525000)]",780000,2,1,1,0,0,0,1,4.190928844267324,2.1707904257400097
91342,14877 Polk St,SINGLE_FAMILY,1954,557.139291,146.043516,5,2.0,1.0,[],[],['None'],0,253114.0,803000.0,3936.0,"[('1997-03-25', 105000), ('1996-10-21', 110000)]",780000,0,0,0,0,0,0,1,2.745963787184589,2.1644822800501986
91331,11422 Glenoaks Blvd,SINGLE_FAMILY,1985,702.718292,192.680822,5,3.0,1.0,[],['Central'],['Central'],1,442065.0,780400.0,4300.0,"[('2012-12-17', 285000), ('2006-05-31', 555000)]",780000,2,1,1,1,0,0,1,2.846781258519812,2.284838490399832
91367,5843 Topanga Canyon Pl,TOWNHOUSE,1979,3259.041524334252,185.806,2,3.0,3.0,"['Carpet', 'Stone', 'Wood']",['Central'],['Central'],1,759763.0,808100.0,4600.0,"[('2006-10-25', 590000), ('1996-09-18', 225000)]",789000,2,1,1,1,0,0,1,3.5130898939644823,2.2690597340107908
90061,413 E 111th Pl,MULTI_FAMILY,1961,607.399814,118.451325,5,2.0,1.0,[],[],[],0,362423.0,783300.0,3499.0,"[('2009-02-06', 300000), ('2008-07-11', 210045), ('2006-05-31', 430000)]",780000,0,0,0,0,0,0,0,2.78347465459116,2.0735399231167837
90044,1323 W 80th St,SINGLE_FAMILY,1936,435.0368781,183.390522,3,2.0,1.0,['Wood'],['Wall'],['None'],1,289607.0,792600.0,3900.0,"[('2000-05-16', 136000), ('1999-05-20', 131670), ('1995-07-03', 117000)]",780000,0,0,1,1,0,0,1,2.638526073682171,2.2633768866804274
90019,5764 San Vicente Blvd APT 303,CONDO,2002,1062.7188140495869,126.34808,2,3.0,1.0,[],[],['Central'],0,801107.0,799400.0,4384.0,"[('2021-06-22', 770000), ('2003-05-30', 395000)]",788000,2,1,0,0,0,0,1,3.0264183692638125,2.101568646717027
91405,6826 Hazeltine Ave,LOT,1946,488.019459,64.846294,2,0.0,0.0,[],[],[],0,639846.0,,2995.0,"[('2021-06-08', 615000), ('2017-03-31', 385000)]",780000,1,0,0,0,0,0,0,2.688437139149918,1.8118851609699707
90744,1414 W Dolores St,SINGLE_FAMILY,1962,580.829556,129.320976,3,2.0,1.0,"['Carpet', 'Vinyl']",['Central'],['Central'],1,86344.0,805600.0,3599.0,[],785000,2,1,1,1,0,0,1,2.764048707693959,2.1116689736213528
91406,15733 Victory Blvd,MULTI_FAMILY,1948,569.309584,194.910494,6,6.0,2.0,[],['Floor Furnace'],[],0,746335.0,798000.0,4762.0,"[('2019-01-18', 680000), ('2005-09-15', 550000), ('2003-10-31', 350000)]",785000,3,0,1,0,0,0,0,2.755348494971357,2.2898352222043488
91306,20638 Schoenborn St,SINGLE_FAMILY,1981,551.193499,176.236991,4,2.0,1.0,"['Laminate', 'Tile']","['Central', 'Natural Gas']","['Central', 'Gas']",1,319310.0,796700.0,4281.0,[],780000,2,1,1,1,0,0,1,2.7413040866842633,2.2460970692354723
90046,7135 Hollywood Blvd APT 810,CONDO,1965,3137.125872,109.718443,2,2.0,1.0,['Wood'],['Central'],['Central'],0,471899.0,807500.0,5352.0,"[('2003-04-29', 339000)]",783500,1,1,1,0,0,0,1,3.4965319443969256,2.0402796359603244
90028,1830 Taft Ave APT 308,CONDO,1962,1819.06357,113.899078,2,2.0,1.0,"['Parquet', 'Carpet', 'Tile']",['Central'],['Central'],0,217000.0,802800.0,3469.0,"[('2002-11-14', 280000)]",781000,2,1,1,0,0,0,1,3.259847876423464,2.056520208529206
90047,1413 W 94th St,SINGLE_FAMILY,1936,627.1881529999999,130.342909,3,2.0,1.0,[],['Wall'],['None'],0,371140.0,790700.0,3978.0,"[('2013-11-08', 315000), ('2013-04-26', 170000)]",787000,2,0,1,0,0,0,1,2.7973978463356297,2.1150874093751697
91402,14817 Tupper St,SINGLE_FAMILY,1955,780.6382677720001,111.4836,3,2.0,1.0,['Mixed'],['Other'],['Other'],0,179228.0,700300.0,3727.0,[],787000,2,1,1,0,0,0,1,2.8924498370744316,2.0472109843944346
91606,6669 Ethel Ave,SINGLE_FAMILY,1950,592.163722,127.184207,3,2.0,1.0,[],"['Forced Air', 'Natural Gas']",['Central'],1,309049.0,790300.0,4235.0,[],785000,2,1,1,1,0,0,1,2.7724417974845235,2.1044331864807995
90041,1456 Hepner Ave,SINGLE_FAMILY,1924,587.425669,95.968799,2,1.0,1.0,[],['Wall'],[],0,294913.0,,3739.0,[],788000,2,0,1,0,0,0,0,2.768952920160028,1.9821300598664302
91343,9447 Lemona Ave,TOWNHOUSE,1992,3136.6881124885217,180.603432,3,3.0,2.0,"['Laminate', 'Tile']",['Central'],['Central'],1,552181.0,783700.0,4149.0,"[('2018-08-09', 515000), ('2013-03-25', 330000), ('2012-10-03', 228500), ('2003-09-25', 325000), ('1996-02-29', 160000)]",783000,2,1,1,1,0,0,1,3.49647133802861,2.2567259989370654
91331,13167 Glamis St,SINGLE_FAMILY,1956,694.171216,99.963628,3,3.0,1.0,[],['Wall'],['Wall'],0,72728.0,799100.0,3482.0,[],789000,2,1,1,0,0,0,1,2.8414666015688463,1.99984200967718
91335,6941 Newcastle Ave,SINGLE_FAMILY,1950,609.164971,96.247508,3,1.0,1.0,[],[],['None'],0,152243.0,783900.0,3484.0,[],780000,2,0,0,0,0,0,1,2.784734922013325,1.983389493756024
91602,4401 Moorpark Way APT 101,CONDO,1984,2439.078568411386,134.337738,2,2.0,1.0,[],['Central'],['Central'],1,724637.0,796700.0,3814.0,"[('2021-04-02', 696500), ('2018-09-05', 635000), ('2005-10-06', 618000)]",785000,2,1,1,1,0,0,1,3.387225790177584,2.1281980313053217
90744,1147 N Marine Ave,MULTI_FAMILY,1923,622.357197,222.9672,4,4.0,1.0,['Carpet'],['Wall'],['None'],0,55788.0,772200.0,2847.0,"[('2023-03-29', 600000)]",785000,4,0,1,0,0,0,1,2.79403971613791,2.3482409800584154
91335,6440 Bertrand Ave,SINGLE_FAMILY,1950,518.677449,148.923509,2,2.0,1.0,"['Concrete', 'Laminate', 'Tile', 'Wood']","['Central', 'ENERGY STAR Qualified Equipment', 'Fireplace(s)', 'Wood']","['Central', 'ENERGY STAR Qualified Equipment']",1,504991.0,794100.0,4250.0,"[('2000-08-25', 187000)]",780000,5,1,1,1,0,0,1,2.714897366197239,2.1729632607009544
91352,13149 Roscoe Blvd,SINGLE_FAMILY,1955,669.087406,137.682246,4,4.0,1.0,['Vinyl'],['Central'],['Central'],1,188950.0,798400.0,4703.0,"[('2024-01-29', 600000)]",795000,2,1,1,1,0,0,1,2.8254828553820763,2.138877941990119
90026,1650 W 2nd St,MULTI_FAMILY,1953,654.781087224,162.766056,4,3.0,1.0,[],['Wall'],['None'],0,204909.0,813600.0,4994.0,"[('1998-11-25', 318000)]",795000,3,0,1,0,0,0,0,2.8160961267068005,2.2115638401788713
90039,2018 Griffith Park Blvd APT 216,CONDO,1982,11270.100414,108.882316,2,2.0,1.0,"['Carpet', 'Wood']",['Central'],['Central'],1,209745.0,807500.0,3490.0,[],790000,2,1,1,1,0,1,1,4.051927785527192,2.0369573500288816
91344,10806 Paso Robles Ave,SINGLE_FAMILY,1953,646.697783,130.99323,3,2.0,1.0,['Laminate'],['Central'],['Central'],0,794000.0,808600.0,3800.0,[],790000,2,1,1,0,0,0,1,2.810701372107598,2.1172488510021896
91601,5814 Vineland Ave,SINGLE_FAMILY,1940,513.010366,90.02300699999999,3,1.0,1.0,"['Laminate', 'Tile']",['Central'],['Central'],0,246319.0,,3962.0,[],795000,1,1,1,0,0,0,1,2.710126140650054,1.9543535153975748
91306,20832 Valerio St UNIT 23,CONDO,1996,13155.127802,170.01249,4,3.0,1.0,"['Tile', 'Vinyl', 'Wood']",['Central'],['Central'],1,273163.0,800100.0,3914.0,"[('1998-04-03', 178000)]",790000,2,1,1,1,0,1,1,4.11909507161091,2.2304808280772392
91342,13771 Linfield Ave,SINGLE_FAMILY,1977,1343.7507584940313,143.256426,3,2.0,1.0,[],['Central'],['Central'],1,282141.0,801600.0,3599.0,"[('1999-11-02', 191000), ('1996-02-27', 162000), ('1995-10-18', 150000)]",795000,2,1,1,1,0,0,1,3.1283187224017674,2.156114112061748
90027,4455 Los Feliz Blvd APT 307,CONDO,1966,8661.899144,92.159776,1,1.0,1.0,['Vinyl'],['Central'],['Central'],0,625800.0,820600.0,3069.0,"[('2015-10-14', 550000), ('2000-07-17', 162000)]",795000,2,1,1,0,0,0,1,3.937613122656434,1.9645414105009882
91331,14116 Terra Bella St,SINGLE_FAMILY,1952,668.994503,113.434563,3,2.0,1.0,[],['Central'],"['Central', 'Gas']",0,505673.0,808800.0,3543.0,"[('2014-10-28', 355000)]",790000,0,1,1,0,0,0,1,2.825422549267711,2.054745402291692
90293,8300 Manitoba St APT 229,CONDO,1984,8122.452706,89.18688,2,2.0,1.0,"['Laminate', 'Tile']",['Central'],['Central'],0,618578.0,808800.0,3849.0,"[('2013-09-20', 525000), ('2010-09-29', 421000), ('2007-08-07', 530000)]",790000,1,1,1,1,0,1,1,3.9096871912902706,1.9503009713863781
90049,11816 Gorham Ave APT 213,CONDO,1985,1370.671482,92.903,2,2.0,1.0,"['Wood', 'Tile']",['Central'],['Central'],1,848640.0,792200.0,3599.0,"[('2022-04-18', 832000), ('2021-05-21', 800500), ('2012-06-20', 400000), ('2006-12-07', 831818)]",791500,2,1,1,1,0,0,1,3.1369333769988472,1.9680297383468097
90016,5860 Bowcroft St UNIT 2,CONDO,1949,8956.105866,130.250006,4,2.0,1.0,['Laminate'],['Wall'],['None'],0,344186.0,807200.0,4644.0,"[('2011-07-27', 285500), ('2006-11-01', 550000), ('2006-01-05', 244500), ('2005-09-22', 489000)]",790000,2,0,1,0,0,0,1,3.9521192185322587,2.1147777519774493
91304,23136 Jonathan St,SINGLE_FAMILY,1962,694.8449485560001,136.381604,3,2.0,1.0,['Other'],['Forced Air'],"['Air Conditioning', 'Attic Fan']",1,374929.0,807200.0,4058.0,[],790000,2,1,1,1,0,0,1,2.8418879045914633,2.1347557939268613
91306,20509 Vose St,SINGLE_FAMILY,1954,745.267866,112.598436,3,2.0,1.0,"['Tile', 'Wood']",['Central'],['Central'],0,312031.0,817500.0,3597.0,[],790000,4,1,1,0,0,0,1,2.8723123959924375,2.0515323581770772
90025,1807 Camden Ave APT 3,CONDO,1965,641.495215,99.127501,2,2.0,1.0,[],[],['Central'],1,775200.0,800700.0,3413.0,"[('2021-11-09', 760000), ('2019-10-30', 720000), ('2006-01-13', 560000), ('2002-06-12', 315000), ('2001-09-26', 239000)]",790000,2,1,0,1,0,0,1,2.8071934212614598,1.9961941577712794
91335,6942 Baird Ave,SINGLE_FAMILY,1949,743.224,138.42547,2,2.0,1.0,['Laminate'],['Wall'],['Wall'],0,462089.0,789300.0,3998.0,"[('2015-04-29', 392500)]",795999,7,1,1,0,0,0,1,2.8711197253387533,2.1412160067590835
90004,4822 Elmwood Ave APT 404,CONDO,2011,1348.009066,149.57383,3,2.0,1.0,['Wood'],['Central'],['Central'],1,592766.0,798100.0,3999.0,[],795000,2,1,1,1,0,0,1,3.1296928130453936,2.1748556143786595
